IP,Protocol,Attack Type,DateTime,Interactions,Port,Severity,Response Time,Packet Size,Origin Country,Detected By
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,97,80,Medium,98,395,Brazil,SIEM
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,94,443,Critical,914,523,Germany,Firewall
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,284,53,High,650,1468,China,IPS
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,138,22,High,67,201,USA,Firewall
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,266,0,Medium,486,1268,UK,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,107,67,High,172,747,France,Antivirus
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,110,80,Critical,1574,1444,Japan,IPS
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,110,53,Critical,1665,1450,Japan,IPS
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,345,25,Critical,714,1304,UK,IPS
172.16.5.3,TCP,Brute Force,2025-02-12 10:46:52,262,25,High,95,284,France,Firewall
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,92,80,Medium,184,412,India,SIEM
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,84,0,Medium,737,1301,Japan,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,152,68,High,107,610,Japan,Antivirus
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,217,53,High,743,1445,Canada,IPS
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,289,0,Medium,531,1034,Japan,IPS
172.16.5.3,HTTPS,Zero-Day,2025-02-12 10:46:52,14,443,Critical,128,769,USA,SIEM
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,237,443,Critical,442,1431,Canada,Firewall
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,160,68,Critical,885,1492,Russia,IPS
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,176,53,High,1023,1236,Canada,IPS
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,122,53,High,199,869,UK,Antivirus
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,190,0,Medium,219,1251,USA,IPS
192.168.100.10,DNS,DNS Spoofing,2025-02-12 10:46:52,90,53,Medium,152,544,Russia,IDS
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,150,21,High,286,999,India,Antivirus
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,360,0,Critical,638,1414,Russia,IPS
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,145,22,High,97,621,China,Firewall
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,192,22,High,10,361,China,Firewall
10.10.10.10,FTP,Malware,2025-02-12 10:46:52,154,21,High,347,713,USA,Antivirus
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,380,0,Medium,358,1306,Canada,IPS
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,227,443,Critical,885,1200,USA,Firewall
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,83,80,Medium,68,281,Brazil,SIEM
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,129,22,High,65,474,Canada,Firewall
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,175,0,Critical,527,1228,Brazil,IPS
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,115,53,High,1436,1064,China,IPS
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,130,0,Medium,427,1353,Russia,IPS
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,118,80,Medium,182,398,Russia,SIEM
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,394,123,Critical,1767,1226,USA,IPS
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,374,25,Critical,1734,1415,Japan,IPS
192.168.1.1,TCP,DDoS,2025-02-12 10:46:52,490,22,Critical,524,1421,UK,IPS
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,43,53,Medium,95,576,Germany,IDS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,200,67,Critical,942,1221,Japan,IPS
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,141,443,Critical,491,1313,India,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,190,443,Critical,993,1075,India,Firewall
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,102,0,Medium,446,1402,India,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,198,68,Critical,1034,1382,USA,IPS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,125,22,High,231,549,China,Firewall
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,74,53,Medium,76,250,USA,IDS
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,10,443,Critical,581,580,France,SIEM
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,87,80,High,208,805,Germany,SIEM
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,232,21,High,41,335,USA,Firewall
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,87,80,Medium,20,545,Germany,SIEM
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,495,68,Critical,1748,1216,UK,IPS
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,81,22,High,67,269,India,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,228,443,Critical,624,1324,Japan,Firewall
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,175,25,High,18,472,Germany,Firewall
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,283,53,High,1445,1079,Brazil,IPS
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,91,80,High,105,778,France,SIEM
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,73,21,High,65,758,China,Antivirus
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,119,80,High,113,844,Japan,SIEM
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,412,0,Critical,946,1450,China,IPS
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,470,67,Critical,837,1467,Japan,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,157,21,High,265,1087,India,Antivirus
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,285,25,Critical,605,1231,France,IPS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,97,80,High,166,350,Japan,SIEM
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,96,53,Medium,124,428,Germany,IDS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,270,80,Critical,1074,1321,India,IPS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,145,21,High,148,704,China,Antivirus
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,169,443,High,93,220,China,Firewall
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,54,22,High,182,666,Japan,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,132,0,Medium,500,1054,India,IPS
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,115,80,Medium,65,494,Japan,SIEM
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,49,443,Critical,959,1348,Japan,Firewall
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,29,443,Critical,442,664,USA,SIEM
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,208,22,High,68,302,France,Firewall
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,275,22,High,84,347,Russia,Firewall
198.51.100.5,HTTP,SQL Injection,2025-02-12 10:46:52,22,80,High,112,720,Russia,SIEM
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,238,0,Critical,1794,1237,Brazil,IPS
198.51.100.5,TCP,Brute Force,2025-02-12 10:46:52,131,22,High,80,296,UK,Firewall
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,204,21,High,35,358,UK,Firewall
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,9,443,Critical,185,1185,China,SIEM
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,104,21,High,61,226,UK,Firewall
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,82,21,High,44,439,France,Firewall
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,60,80,Medium,186,450,USA,SIEM
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,230,68,Critical,1915,1447,India,IPS
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,187,68,High,386,1174,Japan,Antivirus
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,125,80,High,100,213,USA,Firewall
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,132,67,High,365,600,Japan,Antivirus
10.10.10.10,FTP,Malware,2025-02-12 10:46:52,187,21,High,85,668,India,Antivirus
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,258,123,Critical,682,1223,Germany,IPS
192.168.100.10,UDP,DDoS,2025-02-12 10:46:52,316,67,Critical,1668,1282,Germany,IPS
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,138,443,Critical,539,887,China,Firewall
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,132,53,High,1470,1235,USA,IPS
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,95,53,High,1024,1094,Canada,IPS
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,148,0,Medium,478,1236,Japan,IPS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,113,443,Critical,211,1309,China,Firewall
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,106,22,High,94,687,UK,Firewall
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,47,53,Medium,97,467,UK,IDS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,69,22,High,175,389,UK,Firewall
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,69,123,High,400,1039,Germany,Antivirus
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,203,21,High,39,285,Japan,Firewall
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,317,53,High,1340,1374,Canada,IPS
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,443,0,Critical,1485,1494,France,IPS
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,88,80,Medium,64,492,Japan,SIEM
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,112,53,High,453,1354,Canada,IPS
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,31,22,Medium,98,226,Russia,IDS
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,368,0,Medium,703,1087,China,IPS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,386,0,Critical,929,1450,UK,IPS
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,150,0,Medium,752,1095,Germany,IPS
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,51,80,High,300,842,Brazil,SIEM
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,183,21,High,100,526,India,Antivirus
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,68,53,Medium,95,369,Brazil,IDS
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,145,21,High,304,927,Brazil,Antivirus
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,135,22,High,93,206,Canada,Firewall
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,104,443,Critical,735,1480,Japan,Firewall
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,243,443,Critical,865,504,Brazil,Firewall
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,7,443,Critical,611,975,Germany,SIEM
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,97,21,High,85,932,India,Antivirus
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,85,80,Medium,63,328,Japan,SIEM
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,148,22,High,40,524,China,Firewall
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,71,53,Medium,107,316,India,IDS
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,70,53,Medium,104,253,India,IDS
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,69,53,Medium,86,409,Japan,IDS
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,123,21,High,26,344,Japan,Firewall
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,94,22,High,229,291,Russia,Firewall
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,156,21,High,375,902,USA,Antivirus
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,82,123,High,139,535,Canada,Antivirus
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,90,80,High,250,936,China,SIEM
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,437,53,High,883,1348,India,IPS
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,67,80,Medium,30,427,Germany,SIEM
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,62,80,Medium,30,598,Canada,SIEM
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,187,443,Critical,594,848,France,Firewall
10.10.10.10,DNS,DNS Amplification,2025-02-12 10:46:52,438,53,High,1251,1035,Brazil,IPS
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,210,22,High,88,370,France,Firewall
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,54,22,High,194,572,Japan,Firewall
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,224,68,Critical,1152,1289,Russia,IPS
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,326,0,Medium,508,1459,Germany,IPS
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,34,53,Medium,128,329,Germany,IDS
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,160,68,High,332,721,UK,Antivirus
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,248,0,Critical,1887,1334,Russia,IPS
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,71,21,High,79,403,Canada,Firewall
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,297,0,Medium,362,1103,France,IPS
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,12,443,Critical,410,1194,USA,SIEM
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,203,22,High,67,346,UK,Firewall
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,154,443,Critical,899,598,France,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,131,443,Critical,948,624,Germany,Firewall
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,84,80,High,94,434,Brazil,SIEM
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,64,53,High,349,537,USA,Antivirus
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,271,53,High,1320,1369,Germany,IPS
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,139,443,Critical,733,1003,India,Firewall
172.16.5.3,TCP,Port Scanning,2025-02-12 10:46:52,14,443,Medium,86,221,Japan,IDS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,46,22,Medium,57,300,France,IDS
172.16.5.3,TCP,Brute Force,2025-02-12 10:46:52,163,25,High,71,429,USA,Firewall
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,33,80,Medium,144,564,Brazil,SIEM
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,238,443,Critical,448,1150,UK,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,193,443,Critical,276,1230,France,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,122,0,Medium,795,1000,India,IPS
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,174,22,High,197,306,Russia,Firewall
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,157,21,High,305,784,Germany,Antivirus
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,131,22,High,93,307,Japan,Firewall
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,67,80,Medium,46,266,Brazil,SIEM
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,112,21,High,25,373,Brazil,Firewall
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,94,21,High,85,226,Germany,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,124,443,Critical,548,1270,Japan,Firewall
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,157,53,High,123,556,Brazil,Antivirus
192.168.1.1,HTTPS,Zero-Day,2025-02-12 10:46:52,23,443,Critical,630,631,UK,SIEM
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,85,53,Medium,165,231,Germany,IDS
10.0.0.2,HTTPS,Zero-Day,2025-02-12 10:46:52,37,443,Critical,285,413,Canada,SIEM
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,256,21,High,20,377,USA,Firewall
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,465,80,Critical,1665,1409,China,IPS
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,71,80,High,188,668,China,SIEM
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,294,0,Medium,682,1087,France,IPS
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,91,443,Critical,960,1492,Germany,Firewall
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,260,21,High,63,360,China,Firewall
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,73,22,High,88,342,India,Firewall
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,371,0,Medium,280,1268,USA,IPS
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,438,0,Critical,1788,1470,Brazil,IPS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,84,53,Medium,130,230,Japan,IDS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,91,53,Medium,195,249,Germany,IDS
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,75,53,Medium,189,345,Russia,IDS
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,51,53,Medium,172,483,UK,IDS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,252,443,Critical,1118,1281,Russia,IPS
10.10.10.10,DNS,DNS Amplification,2025-02-12 10:46:52,355,53,High,1209,1452,India,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,428,53,Critical,1693,1407,France,IPS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,20,443,Critical,366,530,USA,SIEM
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,262,0,Critical,1858,1487,Brazil,IPS
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,248,21,High,55,469,USA,Firewall
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,216,67,Critical,1528,1365,USA,IPS
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,33,443,Critical,304,484,Canada,SIEM
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,49,80,Medium,80,316,UK,SIEM
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,349,68,Critical,1680,1408,UK,IPS
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,172,443,Critical,932,1025,UK,Firewall
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,30,53,Medium,111,491,Canada,IDS
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,402,80,Critical,1977,1249,Germany,IPS
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,60,21,High,71,424,Germany,Firewall
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,27,443,Critical,288,552,USA,SIEM
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,182,21,High,149,835,Canada,Antivirus
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,395,123,Critical,934,1314,India,IPS
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,39,67,High,337,654,Brazil,Antivirus
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,73,22,High,67,210,Brazil,Firewall
172.20.30.40,SSH,Brute Force,2025-02-12 10:46:52,172,22,High,43,434,Russia,Firewall
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,163,22,High,76,207,India,Firewall
203.0.113.4,FTP,Malware,2025-02-12 10:46:52,200,21,High,348,1041,Germany,Antivirus
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,170,0,Medium,230,1210,China,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,126,21,High,338,590,Brazil,Antivirus
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,150,68,High,333,838,Japan,Antivirus
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,141,22,High,135,341,China,Firewall
192.0.2.6,FTP,Brute Force,2025-02-12 10:46:52,174,21,High,60,349,USA,Firewall
10.0.0.2,TCP,Port Scanning,2025-02-12 10:46:52,76,22,Medium,147,224,UK,IDS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,141,21,High,378,1149,China,Antivirus
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,7,443,Critical,391,933,Japan,SIEM
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,93,80,Medium,147,342,India,SIEM
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,223,21,High,95,438,Brazil,Firewall
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,131,68,High,67,1177,Brazil,Antivirus
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,171,0,Medium,309,1060,Germany,IPS
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,25,53,Medium,81,528,Canada,IDS
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,95,53,Medium,91,358,UK,IDS
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,375,0,Medium,487,1213,UK,IPS
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,398,0,Medium,605,1069,Canada,IPS
8.8.8.8,TCP,Port Scanning,2025-02-12 10:46:52,12,22,Medium,52,540,Germany,IDS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,43,53,Medium,120,482,Russia,IDS
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,77,443,Critical,618,1092,Canada,Firewall
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,426,0,Critical,1648,1295,Japan,IPS
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,26,21,Medium,36,342,Japan,IDS
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,143,80,High,227,542,India,SIEM
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,66,68,High,271,809,Brazil,Antivirus
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,233,21,High,46,364,Germany,Firewall
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,165,22,High,172,531,China,Firewall
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,57,80,High,252,520,Russia,SIEM
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,230,53,High,509,1226,Germany,IPS
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,278,21,High,43,456,Russia,Firewall
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,145,21,High,191,677,France,Antivirus
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,395,53,High,1305,1299,Japan,IPS
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,13,22,Medium,112,637,France,IDS
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,92,80,High,133,517,Japan,SIEM
10.10.10.10,ICMP,DDoS,2025-02-12 10:46:52,273,0,Critical,731,1315,Japan,IPS
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,46,53,Medium,41,594,Canada,IDS
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,90,53,Medium,103,510,Canada,IDS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,16,443,Critical,696,868,Germany,SIEM
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,77,21,High,62,269,Germany,Firewall
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,353,0,Critical,1612,1422,India,IPS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,18,53,Medium,134,494,Japan,IDS
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,249,0,Critical,1631,1434,Germany,IPS
192.168.1.1,FTP,Brute Force,2025-02-12 10:46:52,243,21,High,97,326,China,Firewall
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,86,80,Medium,190,465,China,SIEM
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,70,80,Medium,87,386,UK,IDS
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,65,53,Medium,114,227,USA,IDS
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,159,21,High,176,965,Brazil,Antivirus
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,113,80,Medium,179,574,Canada,SIEM
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,194,0,Critical,1257,1374,France,IPS
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,286,0,Medium,536,1111,UK,IPS
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,257,22,High,53,471,Germany,Firewall
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,426,53,High,773,1222,Japan,IPS
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,94,80,High,285,887,Canada,SIEM
192.168.1.1,UDP,DDoS,2025-02-12 10:46:52,117,68,Critical,1693,1322,Canada,IPS
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,25,443,Critical,569,480,USA,SIEM
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,141,68,High,198,1195,Brazil,Antivirus
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,244,443,Critical,547,630,UK,Firewall
172.16.5.3,SSH,Brute Force,2025-02-12 10:46:52,286,22,High,73,222,France,Firewall
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,330,53,Critical,1509,1489,Brazil,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,197,21,High,112,827,Canada,Antivirus
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,198,0,Medium,265,1436,USA,IPS
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,198,21,Critical,1757,1415,Brazil,IPS
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,64,25,High,85,450,USA,Firewall
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,123,80,High,285,699,Brazil,SIEM
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,104,80,Medium,86,550,Canada,SIEM
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,281,21,High,58,417,Brazil,Firewall
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,75,123,High,212,961,Japan,Antivirus
